1	0
2	2
3	4
4	6
5	8
6	10
7	12
8	14
9	16
10	18
11	20
12	22
13	24
14	26
15	28
16	30
17	32
18	34
19	36
20	38
21	40
22	42
23	44
24	46
25	48
26	50
27	52
28	54
29	56
30	58
31	60
32	62
33	64
34	66
35	68
36	70
37	72
38	74
39	76
40	78
41	80
42	82
43	84
44	86
45	88
46	90
47	92
48	94
49	96
50	98
51	100
52	100
53	98
54	96
55	94
56	92
57	90
58	88
59	86
60	84
61	82
62	80
63	78
64	76
65	74
66	72
67	70
68	68
69	66
70	64
71	62
72	60
73	58
74	56
75	54
76	52
77	50
78	48
79	46
80	44
81	42
82	40
83	38
84	36
85	34
86	32
87	30
88	28
89	26
90	24
91	22
92	20
93	18
94	16
95	14
96	12
97	10
98	8
99	6
100	4
101	2
102	0
103	0
104	2
105	4
106	6
107	8
108	10
109	12
110	14
111	16
112	18
113	20
114	22
115	24
116	26
117	28
118	30
119	32
120	34
121	36
122	38
123	40
124	42
125	44
126	46
127	48
128	50
129	52
130	54
131	56
132	58
133	60
134	62
135	64
136	66
137	68
138	70
139	72
140	74
141	76
142	78
143	80
144	82
145	84
146	86
147	88
148	90
149	92
150	94
151	96
152	98
153	100
154	100
155	98
156	96
157	94
158	92
159	90
160	88
161	86
162	84
163	82
164	80
165	78
166	76
167	74
168	72
169	70
170	68
171	66
172	64
173	62
174	60
175	58
176	56
177	54
178	52
179	50
180	48
181	46
182	44
183	42
184	40
185	38
186	36
187	34
188	32
189	30
190	28
191	26
192	24
193	22
194	20
195	18
196	16
197	14
198	12
199	10
200	8
201	6
202	4
203	2
204	0
205	0
206	2
207	4
208	6
209	8
210	10
211	12
212	14
213	16
214	18
215	20
216	22
217	24
218	26
219	28
220	30
221	32
222	34
223	36
224	38
225	40
226	42
227	44
228	46
229	48
230	50
231	52
232	54
233	56
234	58
235	60
236	62
237	64
238	66
239	68
240	70
241	72
242	74
243	76
244	78
245	80
246	82
247	84
248	86
249	88
250	90
251	92
252	94
253	96
254	98
255	100
256	100
257	98
258	96
259	94
260	92
261	90
262	88
263	86
264	84
265	82
266	80
267	78
268	76
269	74
270	72
271	70
272	68
273	66
274	64
275	62
276	60
277	58
278	56
279	54
280	52
281	50
282	48
283	46
284	44
285	42
286	40
287	38
288	36
289	34
290	32
291	30
292	28
293	26
294	24
295	22
296	20
297	18
298	16
299	14
300	12
301	10
302	8
303	6
304	4
305	2
306	0
307	0
308	2
309	4
310	6
311	8
312	10
313	12
314	14
315	16
316	18
317	20
318	22
319	24
320	26
321	28
322	30
323	32
324	34
325	36
326	38
327	40
328	42
329	44
330	46
331	48
332	50
333	52
334	54
335	56
336	58
337	60
338	62
339	64
340	66
341	68
342	70
343	72
344	74
345	76
346	78
347	80
348	82
349	84
350	86
351	88
352	90
353	92
354	94
355	96
356	98
357	100
358	100
359	98
360	96
361	94
362	92
363	90
364	88
365	86
366	84
367	82
368	80
369	78
370	76
371	74
372	72
373	70
374	68
375	66
376	64
377	62
378	60
379	58
380	56
381	54
382	52
383	50
384	48
385	46
386	44
387	42
388	40
389	38
390	36
391	34
392	32
393	30
394	28
395	26
396	24
397	22
398	20
399	18
400	16
401	14
402	12
403	10
404	8
405	6
406	4
407	2
408	0
409	0
410	2
411	4
412	6
413	8
414	10
415	12
416	14
417	16
418	18
419	20
420	22
421	24
422	26
423	28
424	30
425	32
426	34
427	36
428	38
429	40
430	42
431	44
432	46
433	48
434	50
435	52
436	54
437	56
438	58
439	60
440	62
441	64
442	66
443	68
444	70
445	72
446	74
447	76
448	78
449	80
450	82
451	84
452	86
453	88
454	90
455	92
456	94
457	96
458	98
459	100
460	100
461	98
462	96
463	94
464	92
465	90
466	88
467	86
468	84
469	82
470	80
471	78
472	76
473	74
474	72
475	70
476	68
477	66
478	64
479	62
480	60
481	58
482	56
483	54
484	52
485	50
486	48
487	46
488	44
489	42
490	40
491	38
492	36
493	34
494	32
495	30
496	28
497	26
498	24
499	22
500	20
501	18
502	16
503	14
504	12
505	10
506	8
507	6
508	4
509	2
510	0
511	0
512	2
513	4
514	6
515	8
516	10
517	12
518	14
519	16
520	18
521	20
522	22
523	24
524	26
525	28
526	30
527	32
528	34
529	36
530	38
531	40
532	42
533	44
534	46
535	48
536	50
537	52
538	54
539	56
540	58
541	60
542	62
543	64
544	66
545	68
546	70
547	72
548	74
549	76
550	78
551	80
552	82
553	84
554	86
555	88
556	90
557	92
558	94
559	96
560	98
561	100
562	100
563	98
564	96
565	94
566	92
567	90
568	88
569	86
570	84
571	82
572	80
573	78
574	76
575	74
576	72
577	70
578	68
579	66
580	64
581	62
582	60
583	58
584	56
585	54
586	52
587	50
588	48
589	46
590	44
591	42
592	40
593	38
594	36
595	34
596	32
597	30
598	28
599	26
600	24
601	22
602	20
603	18
604	16
605	14
606	12
607	10
608	8
609	6
610	4
611	2
612	0
613	0
614	2
615	4
616	6
617	8
618	10
619	12
620	14
621	16
622	18
623	20
624	22
625	24
626	26
627	28
628	30
629	32
630	34
631	36
632	38
633	40
634	42
635	44
636	46
637	48
638	50
639	52
640	54
641	56
642	58
643	60
644	62
645	64
646	66
647	68
648	70
649	72
650	74
651	76
652	78
653	80
654	82
655	84
656	86
657	88
658	90
659	92
660	94
661	96
662	98
663	100
664	100
665	98
666	96
667	94
668	92
669	90
670	88
671	86
672	84
673	82
674	80
675	78
676	76
677	74
678	72
679	70
680	68
681	66
682	64
683	62
684	60
685	58
686	56
687	54
688	52
689	50
690	48
691	46
692	44
693	42
694	40
695	38
696	36
697	34
698	32
699	30
700	28
701	26
702	24
703	22
704	20
705	18
706	16
707	14
708	12
709	10
710	8
711	6
712	4
713	2
714	0
715	0
716	2
717	4
718	6
719	8
720	10
721	12
722	14
723	16
724	18
725	20
726	22
727	24
728	26
729	28
730	30
731	32
732	34
733	36
734	38
735	40
736	42
737	44
738	46
739	48
740	50
741	52
742	54
743	56
744	58
745	60
746	62
747	64
748	66
749	68
750	70
751	72
752	74
753	76
754	78
755	80
756	82
757	84
758	86
759	88
760	90
761	92
762	94
763	96
764	98
765	100
766	100
767	98
768	96
769	94
770	92
771	90
772	88
773	86
774	84
775	82
776	80
777	78
778	76
779	74
780	72
781	70
782	68
783	66
784	64
785	62
786	60
787	58
788	56
789	54
790	52
791	50
792	48
793	46
794	44
795	42
796	40
797	38
798	36
799	34
800	32
801	30
802	28
803	26
804	24
805	22
806	20
807	18
808	16
809	14
810	12
811	10
812	8
813	6
814	4
815	2
816	0
817	0
818	2
819	4
820	6
821	8
822	10
823	12
824	14
825	16
826	18
827	20
828	22
829	24
830	26
831	28
832	30
833	32
834	34
835	36
836	38
837	40
838	42
839	44
840	46
841	48
842	50
843	52
844	54
845	56
846	58
847	60
848	62
849	64
850	66
851	68
852	70
853	72
854	74
855	76
856	78
857	80
858	82
859	84
860	86
861	88
862	90
863	92
864	94
865	96
866	98
867	100
868	100
869	98
870	96
871	94
872	92
873	90
874	88
875	86
876	84
877	82
878	80
879	78
880	76
881	74
882	72
883	70
884	68
885	66
886	64
887	62
888	60
889	58
890	56
891	54
892	52
893	50
894	48
895	46
896	44
897	42
898	40
899	38
900	36
901	34
902	32
903	30
904	28
905	26
906	24
907	22
908	20
909	18
910	16
911	14
912	12
913	10
914	8
915	6
916	4
917	2
918	0
919	0
920	2
921	4
922	6
923	8
924	10
925	12
926	14
927	16
928	18
929	20
930	22
931	24
932	26
933	28
934	30
935	32
936	34
937	36
938	38
939	40
940	42
941	44
942	46
943	48
944	50
945	52
946	54
947	56
948	58
949	60
950	62
951	64
952	66
953	68
954	70
955	72
956	74
957	76
958	78
959	80
960	82
961	84
962	86
963	88
964	90
965	92
966	94
967	96
968	98
969	100
970	100
971	98
972	96
973	94
974	92
975	90
976	88
977	86
978	84
979	82
980	80
981	78
982	76
983	74
984	72
985	70
986	68
987	66
988	64
989	62
990	60
991	58
992	56
993	54
994	52
995	50
996	48
997	46
998	44
999	42
1000	40
1001	38
1002	36
1003	34
1004	32
1005	30
1006	28
1007	26
1008	24
1009	22
1010	20
1011	18
1012	16
1013	14
1014	12
1015	10
1016	8
1017	6
1018	4
1019	2
1020	0
1021	0
1022	2
1023	4
1024	6
1025	8
1026	10
1027	12
1028	14
1029	16
1030	18
1031	20
1032	22
1033	24
1034	26
1035	28
1036	30
1037	32
1038	34
1039	36
1040	38
1041	40
1042	42
1043	44
1044	46
1045	48
1046	50
1047	52
1048	54
1049	56
1050	58
1051	60
1052	62
1053	64
1054	66
1055	68
1056	70
1057	72
1058	74
1059	76
1060	78
1061	80
1062	82
1063	84
1064	86
1065	88
1066	90
1067	92
1068	94
1069	96
1070	98
1071	100
1072	100
1073	98
1074	96
1075	94
1076	92
1077	90
1078	88
1079	86
1080	84
1081	82
1082	80
1083	78
1084	76
1085	74
1086	72
1087	70
1088	68
1089	66
1090	64
1091	62
1092	60
1093	58
1094	56
1095	54
1096	52
1097	50
1098	48
1099	46
1100	44
1101	42
1102	40
1103	38
1104	36
1105	34
1106	32
1107	30
1108	28
1109	26
1110	24
1111	22
1112	20
1113	18
1114	16
1115	14
1116	12
1117	10
1118	8
1119	6
1120	4
1121	2
1122	0
1123	0
1124	2
1125	4
1126	6
1127	8
1128	10
1129	12
1130	14
1131	16
1132	18
1133	20
1134	22
1135	24
1136	26
1137	28
1138	30
1139	32
1140	34
1141	36
1142	38
1143	40
1144	42
1145	44
1146	46
1147	48
1148	50
1149	52
1150	54
1151	56
1152	58
1153	60
1154	62
1155	64
1156	66
1157	68
1158	70
1159	72
1160	74
1161	76
1162	78
1163	80
1164	82
1165	84
1166	86
1167	88
1168	90
1169	92
1170	94
1171	96
1172	98
1173	100
1174	100
1175	98
1176	96
1177	94
1178	92
1179	90
1180	88
1181	86
1182	84
1183	82
1184	80
1185	78
1186	76
1187	74
1188	72
1189	70
1190	68
1191	66
1192	64
1193	62
1194	60
1195	58
1196	56
1197	54
1198	52
1199	50
1200	48
1201	46
1202	44
1203	42
1204	40
1205	38
1206	36
1207	34
1208	32
1209	30
1210	28
1211	26
1212	24
1213	22
1214	20
1215	18
1216	16
1217	14
1218	12
1219	10
1220	8
1221	6
1222	4
1223	2
1224	0
1225	0
1226	2
1227	4
1228	6
1229	8
1230	10
1231	12
1232	14
1233	16
1234	18
1235	20
1236	22
1237	24
1238	26
1239	28
1240	30
1241	32
1242	34
1243	36
1244	38
1245	40
1246	42
1247	44
1248	46
1249	48
1250	50
1251	52
1252	54
1253	56
1254	58
1255	60
1256	62
1257	64
1258	66
1259	68
1260	70
1261	72
1262	74
1263	76
1264	78
1265	80
1266	82
1267	84
1268	86
1269	88
1270	90
1271	92
1272	94
1273	96
1274	98
1275	100
1276	100
1277	98
1278	96
1279	94
1280	92
1281	90
1282	88
1283	86
1284	84
1285	82
1286	80
1287	78
1288	76
1289	74
1290	72
1291	70
1292	68
1293	66
1294	64
1295	62
1296	60
1297	58
1298	56
1299	54
1300	52
1301	50
1302	48
1303	46
1304	44
1305	42
1306	40
1307	38
1308	36
1309	34
1310	32
1311	30
1312	28
1313	26
1314	24
1315	22
1316	20
1317	18
1318	16
1319	14
1320	12
1321	10
1322	8
1323	6
1324	4
1325	2
1326	0
1327	0
1328	2
1329	4
1330	6
1331	8
1332	10
1333	12
1334	14
1335	16
1336	18
1337	20
1338	22
1339	24
1340	26
1341	28
1342	30
1343	32
1344	34
1345	36
1346	38
1347	40
1348	42
1349	44
1350	46
1351	48
1352	50
1353	52
1354	54
1355	56
1356	58
1357	60
1358	62
1359	64
1360	66
1361	68
1362	70
1363	72
1364	74
1365	76
1366	78
1367	80
1368	82
1369	84
1370	86
1371	88
1372	90
1373	92
1374	94
1375	96
1376	98
1377	100
1378	100
1379	98
1380	96
1381	94
1382	92
1383	90
1384	88
1385	86
1386	84
1387	82
1388	80
1389	78
1390	76
1391	74
1392	72
1393	70
1394	68
1395	66
1396	64
1397	62
1398	60
1399	58
1400	56
1401	54
1402	52
1403	50
1404	48
1405	46
1406	44
1407	42
1408	40
1409	38
1410	36
1411	34
1412	32
1413	30
1414	28
1415	26
1416	24
1417	22
1418	20
1419	18
1420	16
1421	14
1422	12
1423	10
1424	8
1425	6
1426	4
1427	2
1428	0
1429	0
1430	2
1431	4
1432	6
1433	8
1434	10
1435	12
1436	14
1437	16
1438	18
1439	20
1440	22
1441	24
1442	26
1443	28
1444	30
1445	32
1446	34
1447	36
1448	38
1449	40
1450	42
1451	44
1452	46
1453	48
1454	50
1455	52
1456	54
1457	56
1458	58
1459	60
1460	62
1461	64
1462	66
1463	68
1464	70
1465	72
1466	74
1467	76
1468	78
1469	80
1470	82
1471	84
1472	86
1473	88
1474	90
1475	92
1476	94
1477	96
1478	98
1479	100
1480	100
1481	98
1482	96
1483	94
1484	92
1485	90
1486	88
1487	86
1488	84
1489	82
1490	80
1491	78
1492	76
1493	74
1494	72
1495	70
1496	68
1497	66
1498	64
1499	62
1500	60
1501	58
1502	56
1503	54
1504	52
1505	50
1506	48
1507	46
1508	44
1509	42
1510	40
1511	38
1512	36
1513	34
1514	32
1515	30
1516	28
1517	26
1518	24
1519	22
1520	20
1521	18
1522	16
1523	14
1524	12
1525	10
1526	8
1527	6
1528	4
1529	2
1530	0
1531	0
1532	2
1533	4
1534	6
1535	8
1536	10
1537	12
1538	14
1539	16
1540	18
1541	20
1542	22
1543	24
1544	26
1545	28
1546	30
1547	32
1548	34
1549	36
1550	38
1551	40
1552	42
1553	44
1554	46
1555	48
1556	50
1557	52
1558	54
1559	56
1560	58
1561	60
1562	62
1563	64
1564	66
1565	68
1566	70
1567	72
1568	74
1569	76
1570	78
1571	80
1572	82
1573	84
1574	86
1575	88
1576	90
1577	92
1578	94
1579	96
1580	98
1581	100
1582	100
1583	98
1584	96
1585	94
1586	92
1587	90
1588	88
1589	86
1590	84
1591	82
1592	80
1593	78
1594	76
1595	74
1596	72
1597	70
1598	68
1599	66
1600	64
1601	62
1602	60
1603	58
1604	56
1605	54
1606	52
1607	50
1608	48
1609	46
1610	44
1611	42
1612	40
1613	38
1614	36
1615	34
1616	32
1617	30
1618	28
1619	26
1620	24
1621	22
1622	20
1623	18
1624	16
1625	14
1626	12
1627	10
1628	8
1629	6
1630	4
1631	2
1632	0
1633	0
1634	2
1635	4
1636	6
1637	8
1638	10
1639	12
1640	14
1641	16
1642	18
1643	20
1644	22
1645	24
1646	26
1647	28
1648	30
1649	32
1650	34
1651	36
1652	38
1653	40
1654	42
1655	44
1656	46
1657	48
1658	50
1659	52
1660	54
1661	56
1662	58
1663	60
1664	62
1665	64
1666	66
1667	68
1668	70
1669	72
1670	74
1671	76
1672	78
1673	80
1674	82
1675	84
1676	86
1677	88
1678	90
1679	92
1680	94
1681	96
1682	98
1683	100
1684	100
1685	98
1686	96
1687	94
1688	92
1689	90
1690	88
1691	86
1692	84
1693	82
1694	80
1695	78
1696	76
1697	74
1698	72
1699	70
1700	68
1701	66
1702	64
1703	62
1704	60
1705	58
1706	56
1707	54
1708	52
1709	50
1710	48
1711	46
1712	44
1713	42
1714	40
1715	38
1716	36
1717	34
1718	32
1719	30
1720	28
1721	26
1722	24
1723	22
1724	20
1725	18
1726	16
1727	14
1728	12
1729	10
1730	8
1731	6
1732	4
1733	2
1734	0
